experiment_id,family,role,condition,seed,dataset,dataset_split,model_or_method,executor,device,runtime_sec,status,evidence_path,controller_python,platform
s019-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0036892580001222,SUCCEEDED,runs/seeded_faults/seed_019/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0036724920000779,SUCCEEDED,runs/seeded_faults/seed_019/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0038612270000157,SUCCEEDED,runs/seeded_faults/seed_019/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033763459998681,SUCCEEDED,runs/seeded_faults/seed_019/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003572159999976,SUCCEEDED,runs/seeded_faults/seed_019/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-proposer-shared,seeded_fault,proposer,shared_bug,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0038676659999055,SUCCEEDED,runs/seeded_faults/seed_019/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s019-rep-shared_bug,seeded_fault,replicator,shared_bug,19,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034771470000123,SUCCEEDED,runs/seeded_faults/seed_019/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-101-proposer,public_case,proposer,cross_implementation,101,WDBC_sklearn,stratified_75_25_seed_101,sklearn_lbfgs,python,CPU,0.0049287679998997,SUCCEEDED,runs/public_case/wdbc-101/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-101-replicator,public_case,replicator,cross_implementation,101,WDBC_sklearn,stratified_75_25_seed_101,numpy_batch_gd,python,CPU,0.1495270979999077,SUCCEEDED,runs/public_case/wdbc-101/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-211-proposer,public_case,proposer,cross_implementation,211,WDBC_sklearn,stratified_75_25_seed_211,sklearn_lbfgs,python,CPU,0.0035588910000114,SUCCEEDED,runs/public_case/wdbc-211/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-211-replicator,public_case,replicator,cross_implementation,211,WDBC_sklearn,stratified_75_25_seed_211,numpy_batch_gd,python,CPU,0.1525715430000218,SUCCEEDED,runs/public_case/wdbc-211/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-307-proposer,public_case,proposer,cross_implementation,307,WDBC_sklearn,stratified_75_25_seed_307,sklearn_lbfgs,python,CPU,0.003153248999979,SUCCEEDED,runs/public_case/wdbc-307/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-307-replicator,public_case,replicator,cross_implementation,307,WDBC_sklearn,stratified_75_25_seed_307,numpy_batch_gd,python,CPU,0.1628849670000818,SUCCEEDED,runs/public_case/wdbc-307/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-401-proposer,public_case,proposer,cross_implementation,401,WDBC_sklearn,stratified_75_25_seed_401,sklearn_lbfgs,python,CPU,0.0048009149998051,SUCCEEDED,runs/public_case/wdbc-401/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-401-replicator,public_case,replicator,cross_implementation,401,WDBC_sklearn,stratified_75_25_seed_401,numpy_batch_gd,python,CPU,0.1642125099999702,SUCCEEDED,runs/public_case/wdbc-401/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-503-proposer,public_case,proposer,cross_implementation,503,WDBC_sklearn,stratified_75_25_seed_503,sklearn_lbfgs,python,CPU,0.0064582170000448,SUCCEEDED,runs/public_case/wdbc-503/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-503-replicator,public_case,replicator,cross_implementation,503,WDBC_sklearn,stratified_75_25_seed_503,numpy_batch_gd,python,CPU,0.168390706000082,SUCCEEDED,runs/public_case/wdbc-503/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-601-proposer,public_case,proposer,cross_implementation,601,WDBC_sklearn,stratified_75_25_seed_601,sklearn_lbfgs,python,CPU,0.0037910710000232,SUCCEEDED,runs/public_case/wdbc-601/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-601-replicator,public_case,replicator,cross_implementation,601,WDBC_sklearn,stratified_75_25_seed_601,numpy_batch_gd,python,CPU,0.1764132519999748,SUCCEEDED,runs/public_case/wdbc-601/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-701-proposer,public_case,proposer,cross_implementation,701,WDBC_sklearn,stratified_75_25_seed_701,sklearn_lbfgs,python,CPU,0.0049500800000714,SUCCEEDED,runs/public_case/wdbc-701/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-701-replicator,public_case,replicator,cross_implementation,701,WDBC_sklearn,stratified_75_25_seed_701,numpy_batch_gd,python,CPU,0.1362324950000584,SUCCEEDED,runs/public_case/wdbc-701/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-809-proposer,public_case,proposer,cross_implementation,809,WDBC_sklearn,stratified_75_25_seed_809,sklearn_lbfgs,python,CPU,0.0036441589998048,SUCCEEDED,runs/public_case/wdbc-809/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-809-replicator,public_case,replicator,cross_implementation,809,WDBC_sklearn,stratified_75_25_seed_809,numpy_batch_gd,python,CPU,0.1429996869999286,SUCCEEDED,runs/public_case/wdbc-809/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-907-proposer,public_case,proposer,cross_implementation,907,WDBC_sklearn,stratified_75_25_seed_907,sklearn_lbfgs,python,CPU,0.0026479369998924,SUCCEEDED,runs/public_case/wdbc-907/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-907-replicator,public_case,replicator,cross_implementation,907,WDBC_sklearn,stratified_75_25_seed_907,numpy_batch_gd,python,CPU,0.1248168740000892,SUCCEEDED,runs/public_case/wdbc-907/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-1009-proposer,public_case,proposer,cross_implementation,1009,WDBC_sklearn,stratified_75_25_seed_1009,sklearn_lbfgs,python,CPU,0.003358548000051,SUCCEEDED,runs/public_case/wdbc-1009/proposer,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
wdbc-1009-replicator,public_case,replicator,cross_implementation,1009,WDBC_sklearn,stratified_75_25_seed_1009,numpy_batch_gd,python,CPU,0.1399571580000156,SUCCEEDED,runs/public_case/wdbc-1009/replicator,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
